Actual_X,Actual_Y,Predicted_Y
"['m', 'a', 'h', 'a', 'v', 'i', 'd', 'y', 'a']","['म', 'ह', 'ा', 'व', 'ि', 'द', '्', 'य', 'ा']","['म', 'ह', 'ा', 'व', 'ि', 'द', '्', 'य', 'ा']"
"['f', 'r', 'a', 'n', 'c', 'i', 'k', 'o']","['फ', '्', 'र', 'ा', 'ं', 'स', 'ि', 'स', '्', 'क', 'ो']","['फ', '्', 'र', 'ै', 'ं', 'स', 'ि', 'क', '्', 'स', 'ो']"
"['i', 'l', 'e', 'c', 't', 'r', 'o', 'm', 'e', 'e', 't', 'a', 'r']","['इ', 'ल', 'े', 'क', '्', 'ट', '्', 'र', 'ो', 'म', 'ी', 'ट', 'र']","['इ', 'ल', 'े', 'क', '्', 'ट', '्', 'र', 'ो', 'म', 'ी', 'ट', 'र']"
"['n', 'a', 'r', 'm', 'i']","['न', 'र', 'म', 'ी']","['न', 'र', '्', 'म', 'ी']"
"['m', 'u', 'l', 'o', 'n']","['म', 'ू', 'ल', 'ो', 'ं']","['म', 'ु', 'ल', 'ो', 'ं']"
"['w', 'l', 'a', 'a', 'd']","['व', '्', 'ल', 'ा', 'द']","['व', '्', 'ल', 'ा', 'ड']"
"['j', 'i', 'v', 'a', 'n', 'i', 'y', 'a']","['ज', 'ी', 'व', 'न', 'ि', 'य', 'ा', 'ं']","['ज', 'ी', 'व', 'न', 'ि', 'य', 'ा']"
"['k', 'a', 'r', 't', 'a']","['क', 'ट', 'र', 'ा']","['क', 'र', 'त', 'ा']"
"['z', 'i', 'l', 'a', 'a', 'd', 'h', 'i', 'k', 'a', 'a', 'r', 'i']","['ज', '़', 'ि', 'ल', 'ा', 'ध', 'ि', 'क', 'ा', 'र', 'ी']","['ज', '़', 'ि', 'ल', 'ा', 'ध', 'ि', 'क', 'ा', 'र', 'ी']"
"['p', 'l', 'o', 'k', 'e', 'e']","['प', '्', 'ल', 'ो', 'स', '्', 'क', 'ी']","['प', '्', 'ल', 'ॉ', 'स', 'क', 'ी']"
"['p', 'r', 'a', 'd', 'h', 'a', 'n', 'm', 'a', 'n', 't', 'r', 'i', 'k', 'i']","['प', '्', 'र', 'ध', 'ा', 'न', 'म', 'ं', 'त', '्', 'र', 'ी', 'क', 'ी']","['प', '्', 'र', 'ध', 'ा', 'न', 'म', 'ं', 'त', '्', 'र', 'ि', 'क', 'ी']"
"['i', 'n', 't', 'e', 'l', 'l', 'i', 'g', 'e', 'n', 'c', 'e']","['इ', 'ं', 'ट', 'े', 'ल', 'ी', 'ज', 'े', 'ं', 'स']","['इ', 'ं', 'ट', 'े', 'ल', 'ि', 'ज', 'ज', 'ं']"
"['m', 'a', 'h', 'a', 't', 't', 'a', 'r', 'o', 'n']","['म', 'ह', 'त', '्', 'त', 'र', 'ो', 'ं']","['म', 'ह', 'त', '्', 'त', 'र', 'ो', 'ं']"
"['m', 'a', 'u', 'r', 'y', 'a']","['म', 'ौ', 'र', '्', 'य', 'ा']","['म', 'ौ', 'र', 'य', 'ा']"
"['j', 'i', 'l', 'a', 'w', 'a', 'a', 'i', 'y', 'o', 'n']","['ज', 'ि', 'ल', 'ा', 'व', 'ा', 'स', 'ि', 'य', 'ो', 'ं']","['ज', 'ि', 'ल', 'ा', 'व', 'ा', 'स', 'ि', 'य', 'ो', 'ं']"
"['p', 'r', 'o', 'p', 'e', 'r', 'f', 'a', 'c', 'e', 'b', 'u', 'k']","['प', '्', 'र', 'ॉ', 'प', 'र', 'फ', 'े', 'स', 'ब', 'ु', 'क']","['प', '्', 'र', 'ो', 'प', 'र', 'े', 'स', 'ब', 'े', 'ट', 'क']"
"['k', 'a', 'l', 'a', 'a', 'a', 'n', 'a', 'a']","['क', 'ल', 'स', 'ा', 'न', 'ा']","['क', 'ल', 'स', 'ा', 'न', 'ा']"
"['a', 'n', 'y', 'o', 'j', 'a', 'k', 'o', 'n']","['स', 'ं', 'य', 'ो', 'ज', 'क', 'ो', 'ं']","['स', 'ं', 'य', 'ो', 'ज', 'क', 'ो', 'ं']"
"['d', 'a', 'a', 'v']","['द', 'ा', 'व']","['द', 'ा', 'व']"
"['p', 'r', 'i', 'h', 't', 'h', 'a', 'b', 'h', 'o', 'o', 'm', 'i', 'y', 'o', 'n']","['प', 'ृ', 'ष', '्', 'ठ', 'भ', 'ू', 'म', 'ि', 'य', 'ो', 'ं']","['प', 'ृ', 'ष', '्', 'ठ', 'भ', 'ि', 'म', 'ि', 'य', 'ो', 'ं']"
"['a', 'm', 'b', 'i', 'k', 'a', 'a', 'o', 'n']","['अ', 'म', '्', 'ब', 'ि', 'क', 'ा', 'ओ', 'ं']","['अ', 'म', '्', 'ब', 'ि', 'क', 'ा', 'ओ', 'ं']"
"['p', 'a', 'c', 'e']","['प', 'े', 'स']","['प', 'ै', 'स']"
"['n', 'a', 'n', 'o']","['न', 'ै', 'न', 'ो']","['न', 'ा', 'न', 'ो']"
"['a', 'a', 'd', 'i', 'w', 'a', 'd', 'i', 'y', 'o', 'n']","['आ', 'द', 'ि', 'व', 'ा', 'द', 'ि', 'य', 'ो', 'ं']","['आ', 'द', 'ि', 'व', 'ा', 'द', 'ि', 'य', 'ो', 'ं']"
"['a', 'u', 't', 'i', 'n']","['ऑ', 'स', '्', 'ट', 'ि', 'न']","['आ', 'स', '्', 'ट', 'ि', 'न']"
"['a', 'b', 'h', 'a', 'a', 'd', 'o', 'n']","['स', 'भ', 'ा', 'स', 'द', 'ो', 'ं']","['स', 'भ', 'ा', 'स', 'ा', 'द', 'ो', 'ं']"
"['m', 'e', 'g', 'h', 'w', 'a', 'l']","['म', 'े', 'घ', 'व', 'ा', 'ल']","['म', 'े', 'घ', 'व', 'ा', 'ल']"
"['k', 'a', 'n', 'c', 'h', 'i', 'p', 'u', 'r', 'a', 'm']","['क', 'ा', 'ं', 'च', 'ी', 'प', 'ु', 'र', 'म']","['क', 'ं', 'ं', 'च', 'ी', 'प', 'ु', 'र', 'म']"
"['a', 'n', 'k', 'a', 'r', 'i', 'y', 'o', 'n']","['स', 'ं', 'स', '्', 'क', 'ा', 'र', 'ि', 'य', 'ो', 'ं']","['स', 'ं', 'स', '्', 'क', 'ा', 'र', 'ि', 'य', 'ो', 'ं']"
"['g', 'u', 'j', 'a', 'a', 'r', 'n', 'e']","['ग', 'ु', 'ज', 'ा', 'र', 'न', 'े']","['ग', 'ु', 'ज', 'ा', 'र', 'न', 'े']"
"['a', 'n', 'o', 'n', 'd', 'i', 't', 'a', 'a']","['अ', 'न', 'ो', 'ं', 'द', 'ि', 'त', 'ा']","['अ', 'न', 'ो', 'ं', 'द', 'ि', 'त', 'ा']"
"['a', 'u', 'g', 'u', 't', 'i', 'n', 'e']","['अ', 'ग', 'स', '्', 'ट', 'ा', 'इ', 'न']","['आ', 'ग', '्', '्', '्', 'स', 'ी', 'न']"
"['m', 'i', 't', 'h', 'y', 'a']","['म', 'ि', 'थ', '्', 'य', 'ा']","['म', 'ि', 'थ', '्', 'य']"
"['n', 'a', 'k', 'a', 'l', 'i']","['न', 'क', '्', 'स', 'ल', 'ी']","['न', 'क', 'स', 'ा', 'ल', 'ी']"
"['r', 'e', 't', 'r', 'e', 'a', 't', 'e']","['र', 'ी', 'ट', '्', 'व', 'ी', 'ट']","['र', 'ि', 'ट', '्', 'र', 'ा', 'इ', 'ट']"
"['r', 'u', 'p', 'e', 'h']","['र', 'ु', 'प', 'े']","['र', 'ू', 'प', 'े']"
"['m', 'a', 'n', 't', 'r', 'i', 'p', 'a', 'd']","['म', 'ं', 'त', '्', 'र', 'ी', 'प', 'द']","['म', 'ा', 'ं', 'त', '्', 'र', 'ी', 'प', 'द']"
"['a', 'g', 'e', 'n', 'c', 'y', 'y', 'o', 'n']","['ऐ', 'ज', 'े', 'ं', 'स', 'ि', 'य', 'ो', 'ं']","['ए', 'ज', 'े', 'ं', 'स', 'ि', 'य', 'न']"
"['m', 'o', 'n', 't', 'e', 'r', 'e', 'y']","['म', 'ो', 'ं', 'ट', 'े', 'र', 'े']","['म', 'ो', 'ं', 'ट', 'े', 'र', 'ी']"
"['v', 'i', 'h', 'w', 'a', 'n', 'i', 'i', 'y', 'a', 't', 'a', 'a']","['व', 'ि', '्', 'व', 'स', 'न', 'ी', 'य', 'त', 'ा']","['व', 'ि', '्', 'व', 'स', 'ि', 'न', '्', 'य', 'त', 'ा']"
"['b', 'h', 'e', 'e', 'r', 'a']","['भ', 'ी', 'र', 'ा']","['भ', 'ी', 'र', 'ा']"
"['m', 'o', 'o', 'l', 'c', 'h', 'a', 'n', 'd']","['म', 'ू', 'ल', 'च', 'ं', 'द']","['म', 'ू', 'ल', 'च', 'न', '्', 'द']"
"['m', 'i', 't', 'a', 'o']","['म', 'ि', 'ट', 'ा', 'ओ']","['म', 'ि', 'ट', 'ा', 'ओ']"
"['b', 'a', 'i', 't', 'h', 'a', 't', 'e']","['ब', 'ै', 'ठ', 'त', 'े']","['ब', 'ै', 'ठ', 'त', 'े']"
"['b', 'r', 'e', 'w', 'e', 'r', 'i', 'e']","['ब', '्', 'र', 'े', 'व', 'र', 'ी', 'ज']","['ब', '्', 'र', 'े', 'व', 'र', 'ी', 'ज']"
"['g', 'o', 'm', 'u', 'k', 'h']","['ग', 'ौ', 'म', 'ु', 'ख']","['ग', 'ो', 'म', 'ु', 'ख']"
"['m', 'a', 'a', 'n', 'g', 'i']","['म', 'ा', 'ं', 'ग', 'ी']","['म', 'ा', 'ँ', 'ग', 'ी']"
"['f', 'e', 'f', 'd', 'a']","['फ', 'े', 'फ', 'ड', '़', 'ा']","['फ', 'े', 'फ', 'ड', 'ा']"
"['t', 'a', 'a', 'z', 'a']","['त', 'ा', 'ज', 'ा']","['त', 'ा', 'ज', 'ा']"
"['u', 'c', 'h', 'n', 'a', 'h']","['स', 'ू', 'च', 'न', 'ा', 'ः']","['स', 'ू', 'च', 'न', 'ा', 'ह']"
"['u', 'l', 'a', 't', 'i']","['स', 'ु', 'ल', 'ा', 'त', 'ी']","['स', 'ु', 'ल', 'त', 'ी']"
"['h', 'r', 'e', 'n', 'e', 'e', 'h']","['्', 'र', 'े', 'ण', 'ी', 'ः']","['्', 'र', 'े', 'ण', 'ी', 'ह']"
"['a', 't', 'y', 'a', 'a', 'r', 't', 'h', 'p', 'r', 'a', 'k', 'a', 'h']","['स', 'त', '्', 'य', 'ा', 'र', '्', 'थ', 'प', '्', 'र', 'क', 'ा']","['स', 'त', '्', 'य', 'ा', 'थ', '्', 'र', 'प', '्', 'र', 'क', 'ा']"
"['l', 'e', 'n', 'g', 'd', 'a', 'n']","['ल', 'ै', 'ं', 'ग', 'ड', 'न']","['ल', 'े', 'ं', 'ग', 'द', 'ा', 'न']"
"['b', 'u', 'l', 'l']","['ब', 'ु', 'ल']","['ब', 'ु', 'ल']"
"['n', 'i', 'z', 'a', 'm', 'a', 'b', 'a', 'd']","['न', 'ि', 'ज', '़', 'ा', 'म', 'ा', 'ब', 'ा', 'द']","['न', 'ि', 'ज', 'ा', 'म', 'ा', 'ब', 'ा', 'द']"
"['c', 'o', 'm', 'm', 'u', 'n', 'i', 'c', 'a', 't', 'o', 'r']","['क', 'म', '्', 'य', 'ु', 'न', 'ि', 'क', 'े', 'ट', 'र', '्', 'स']","['क', 'म', '्', 'म', 'ि', 'न', 'े', 'क', 'े', 'ट', 'र', '्', 'स']"
"['v', 'a', 'l', 'k', 'k', 'a', 'n']","['व', 'ल', '्', 'क', 'न']","['व', 'ा', 'ल', '्', 'क', 'न']"
"['p', 'e', 't', 'r', 'o', 'e', 'l', 'e', 'e']","['प', 'े', 'ट', '्', 'र', 'ो', 'स', 'े', 'ल', 'ी']","['प', 'े', 'ट', '्', 'र', 'ो', 'स', 'े', 'ल', 'ी']"
"['k', 'a', 'u', 'p', 'l', 'a', 'i', 'k']","['क', 'ा', 'ॅ', 'प', '्', 'ल', 'े', 'क', '्', 'स']","['क', 'ौ', 'प', 'ल', 'ै', 'क', '्', 'स']"
"['n', 'a', 'd', 'e', 'p']","['न', 'ा', 'ड', 'े', 'प']","['न', 'ा', 'द', 'े', 'प']"
"['a', 'r', 'a', 'a', 'y', 'm', 'o', 'h', 'i', 'u', 'd', 'd', 'i', 'n', 'p', 'u', 'r']","['स', 'र', 'ा', 'य', 'म', 'ो', 'ह', 'ि', 'उ', 'द', '्', 'द', 'ी', 'न', 'प', 'ु', 'र']","['स', 'र', 'ा', 'य', 'म', 'ो', 'ज', 'ी', 'प', 'ु', 'ं', 'द', 'ी', 'र', 'प', 'ु', 'र']"
"['t', 'a', 'r', 'k', 'o', 'n']","['त', 'र', '्', 'क', 'ो', 'ं']","['त', 'र', 'क', 'ो', 'ं']"
"['c', 'r', 'a', 'n', 'e']","['क', '्', 'र', 'े', 'न']","['क', '्', 'र', 'े', 'न']"
"['j', 'h']",['झ'],['ज']
"['l', 'a', 'p', 'h', 'z']","['ल', 'फ', '्', 'ज']","['ल', 'ा', 'फ', 'ज', '़']"
"['h', 'a', 't', 'a', 'a', 'n', 't', 'a', 'r', 'a', 'n', 'e', 'e', 'y']","['ह', 'स', '्', 'त', 'ा', 'ं', 'त', 'र', 'ण', 'ी', 'य']","['ह', 'स', '्', 'त', 'ा', 'ं', 'त', '्', 'र', 'ण', 'ी', 'य']"
"['d', 'h', 'a', 'n', 'd', 'o', 'n']","['ध', 'ं', 'ध', 'ो', 'ं']","['ध', 'ं', 'ड', 'ो', 'ं']"
"['v', 'i', 'g', 'y', 'a', 'a', 'n', 'a', 'p', 'e', 'e', 'd', 'i', 'y', 'a', 'a']","['व', 'ि', 'ज', '्', 'ञ', 'ा', 'न', 'प', 'ी', 'ड', 'ि', 'य', 'ा']","['व', 'ि', 'ज', '्', 'ञ', 'ा', 'न', 'ि', 'प', 'द', 'ि', 'य', 'ा']"
"['r', 'e', 'n', 'o']","['र', 'ि', 'न', 'ो']","['र', 'े', 'न', 'ो']"
"['j', 'a', 'a', 'n', 'c', 'h', 'k', 'a', 'r', 'a', 't', 'a']","['ज', 'ा', 'ं', 'च', 'क', 'र', '्', 'त', 'ा']","['ज', 'ा', 'ँ', 'च', 'क', 'र', 'र', 'त', 'ा']"
"['e', 'm', 'i', 'l', 'e']","['ए', 'म', 'ि', 'ल']","['ए', 'म', 'ा', 'इ', 'ल']"
"['a', 'w', 'a', 'a', 'z', 'o', 'n']","['आ', 'व', 'ा', 'ज', '़', 'ो', 'ं']","['अ', 'व', 'ा', 'ज', '़', 'ो', 'ं']"
"['h', 'r', 'i', 'k', 'h', 'a', 'n', 'd']","['्', 'र', 'ी', 'ख', 'ं', 'ड']","['्', 'र', 'ी', 'ख', 'ण', '्', 'ड']"
"['m', 'o', 't', 'h', 'e', 'r', 'o', 'n']","['म', 'द', 'र', 'स', 'न']","['म', 'ो', 'थ', 'र', '्', 'स', 'न']"
"['l', 'a', 'l', 'k', 'a', 'r', 't', 'a']","['ल', 'ल', 'क', 'ा', 'र', 'त', 'ा']","['ल', 'ा', 'ल', 'क', 'र', '्', 'त', 'ा']"
"['g', 'a', 'l', 'a', 'x', 'i', 'o', 'n']","['ग', 'ै', 'ल', 'े', 'क', '्', 'स', 'ि', 'य', 'ो', 'ं']","['ग', 'ै', 'ल', 'े', 'क', '्', 'स', 'न']"
"['a', 'j', 'j', 'a']","['स', 'ज', '्', 'ज', 'ा']","['स', 'ज', '्', 'ज', 'ा']"
"['t', 'u', 'g', 'h', 'l', 'a', 'q']","['त', 'ु', 'ग', 'ल', 'क']","['त', 'ु', 'घ', 'ल', 'क']"
"['p', 'a', 'r', 'i', 'h', 'a', 'd']","['प', 'र', 'ि', 'ष', 'द']","['प', 'र', 'ि', 'ष', 'द']"
"['b', 'a', 'd', 'h', 'o', 't', 'r', 'i']","['ब', 'ढ', '़', 'ो', 'त', 'र', 'ी']","['ब', 'ढ', '़', 'ो', 'त', '्', 'र', 'ी']"
"['a', 'p', 'r', 'i', 'h', 'a', 'r', 'y']","['अ', 'प', 'र', 'ि', 'ह', 'ा', 'र', '्', 'य']","['अ', 'प', '्', 'र', 'ि', 'ह', 'र', 'ी']"
"['f', 'o', 'r', 'm', 'u', 'l', 'e', 'y']","['फ', 'ा', 'र', '्', 'म', 'ू', 'ल', 'े']","['फ', 'ा', 'र', '्', 'म', 'ू', 'ल', 'े']"
"['k', 'a', 'r', 'a', 'i', 'k', 'a', 'l']","['क', 'र', 'ा', 'ई', 'क', 'ल']","['क', 'र', 'ा', 'इ', 'क', 'ल']"
"['v', 'i', 'd', 'y', 'u', 't', 'i', 'k', 'r', 'i', 't']","['व', 'ि', 'द', '्', 'य', 'ु', 'त', 'ी', 'क', 'ृ', 'त']","['व', 'ि', 'द', '्', 'य', 'ु', 'त', 'ि', 'क', 'ृ', 'त']"
"['g', 'a', 'b', 'a', 'l', 'e', 'e']","['ग', 'ब', 'ल', 'ी']","['ग', 'ब', 'ल', 'ी']"
"['m', 'a', 'r', 'd', 'a', 'n', 'i']","['म', 'र', 'द', 'ा', 'न', 'ी']","['म', 'र', 'द', 'ा', 'न', 'ी']"
"['u', 't', 'h', 'a', 'a', 'e', 'a', 'n', 'g', 'e']","['उ', 'ठ', 'ा', 'ए', 'ँ', 'ग', 'े']","['उ', 'ठ', 'ा', 'ए', 'ं', 'ग', 'े']"
"['k', 'a', 'r', 'a', 'b']","['क', 'र', 'ब']","['क', 'र', 'ब', 'ब']"
"['h', 'a', 'n', 'i', 'w', 'a', 'r']","['न', 'ि', 'व', 'ा', 'र']","['न', 'ी', 'व', 'र']"
"['a', 'a', 'd', 'a', 'a', 'n']","['आ', 'द', 'ा', 'न']","['आ', 'ड', '़', 'न']"
"['n', 'o', 't', 'b', 'a', 'n', 'd', 'e', 'e', 'h', 'u', 'd', 'a']","['न', 'ो', 'ट', 'ब', 'ं', 'द', 'ी', 'ु', 'द', 'ा']","['न', 'ो', 'ट', 'ब', 'ं', 'द', 'द', 'ी', 'ु', 'ु', 'ध', 'ा']"
"['v', 'i', 'p', 'a', 'n', 'n', 'a', 't', 'a']","['व', 'ि', 'प', 'न', '्', 'न', 'त', 'ा']","['व', 'ि', 'प', 'न', '्', 'न', 'त', 'ा']"
"['d', 'a', 'u', 'b', 'a', 'a', 'r', 'a', 'a']","['द', 'ौ', 'ब', 'ा', 'र', 'ा']","['द', 'ौ', 'ब', 'ा', 'र', 'ा']"
"['r', 'o', 'b', 'i', 'n']","['र', 'ा', 'ब', 'ि', 'न']","['र', 'ो', 'ब', 'ि', 'न']"
"['t', 'y', 'l', 'e', 'r']","['ट', 'ा', 'इ', 'ल', 'र']","['ट', 'ा', 'इ', 'ल', 'र']"
"['v', 'a', 'r', 'g', 'a']","['व', 'र', '्', 'ग', 'स']","['व', 'र', 'ग', 'ा', 'स']"
"['v', 'e', 'r', 'i', 'p', 'h', 'i', 'c', 'a', 't', 'i', 'o', 'n']","['व', 'ै', 'र', 'ी', 'फ', '़', 'ि', 'क', 'े', 'न']","['व', 'ै', 'र', 'ि', 'फ', 'ि', 'क', 'े', 'न']"
"['j', 'a', 'a', 'n', 'c', 'h', 'a', 'n', 'a']","['ज', 'ा', 'ं', 'च', 'न', 'ा']","['ज', 'ा', 'ं', 'च', 'न', 'ा']"
"['r', 'a', 'y', 'a', 'n', 'i', 'k']","['र', 'स', 'ा', 'य', 'न', 'ि', 'क']","['र', 'स', '्', 'य', 'न', 'ि', 'क']"
"['c', 'h', 'u', 'n', 'g', 'i', 'y', 'o', 'n']","['च', 'ु', 'ं', 'ग', 'ि', 'य', 'ो', 'ं']","['च', 'ु', 'ं', 'ग', 'ि', 'य', 'ो', 'ं']"
"['a', 'r', 'y', 'm', 'a', 'a']","['अ', 'र', '्', 'य', 'म', 'ा']","['आ', 'र', '्', 'म', 'ा']"
"['h', 'a', 't', 'y', 'a', 'a', 'r', 'o', 'p', 'i', 't']","['ह', 'त', '्', 'य', 'ा', 'र', 'ो', 'प', 'ि', 'त']","['ह', 'त', '्', 'य', 'ा', 'र', 'ो', 'प', 'ि', 'त']"
"['p', 'r', 'o', 'g', 'r', 'a', 'm', 'm', 'e', 'r']","['प', '्', 'र', 'ो', 'ग', '्', 'र', 'ा', 'म', 'र', '्', 'स']","['प', '्', 'र', 'ो', 'ग', '्', 'र', 'ा', 'म', 'म', 'र', '्', 'स']"
"['m', 'a', 't', 't', 'h', 'e']","['म', 'त', '्', 'थ', 'े']","['म', 'त', '्', 'त', 'े']"
"['r', 'e', 'e', 'v', 'e']","['र', 'ी', 'व', '्', 'स']","['र', 'ी', 'व', '्', 'स']"
"['d', 'a', 'm', 'a', 'a', 'e']","['द', 'म', 'ा', 'ए']","['द', 'म', 'ा', 'ए']"
"['r', 'a', 'j', 'n', 'i', 't', 'i', 'k', 'a', 'a', 'r', 'o', 'n']","['र', 'ा', 'ज', 'न', 'ी', 'त', 'ि', 'क', 'ा', 'र', 'ो', 'ं']","['र', 'ा', 'ज', 'न', 'ी', 'त', 'ि', 'क', 'ा', 'र', 'ो', 'ं']"
"['h', 'r', 'a', 'n', 'k', 'h', 'a', 'l', 'a', 'a', 'o', 'n']","['्', 'र', 'ं', 'ख', 'ल', 'ा', 'ओ', 'ं']","['्', 'र', 'ं', 'ख', 'ल', 'ा', 'ओ', 'ं']"
"['p', 'a', 'l', 'm', 'o', 'n', 'a', 'r', 'i']","['प', 'ल', '्', 'म', 'ो', 'न', 'र', 'ी']","['प', 'ा', 'ल', '्', 'म', 'ो', 'न', 'ा', 'र', 'ी']"
"['j', 'i', 'v', 'a', 'n', 'i', 'y', 'a', 'a', 'n']","['ज', 'ी', 'व', 'न', 'ि', 'य', 'ा', 'ं']","['ज', 'ी', 'व', 'न', 'ि', 'य', 'ा', 'ं']"
"['b', 'e', 'n', 'i', 't', 'e', 'z']","['ब', 'े', 'न', 'ि', 'ट', 'े', 'ज', '़']","['ब', 'े', 'न', 'ि', 'ट', 'े', 'ज']"
"['w', 'a', 'l', 't', 'e', 'r']","['व', 'ा', 'ल', '्', 'ट', 'र', '्', 'स']","['व', 'ा', 'ल', '्', 'ट', 'र', '्', 'स']"
"['d', 'h', 'a', 'm', 'a', 'a', 'n', 'a', 'a']","['ध', 'स', '्', 'म', 'ा', 'न', 'ा']","['ध', 'स', 'म', 'ा', 'न', 'ा']"
"['n', 'a', 'g', 'a', 'r', 'i', 'k']","['न', 'ा', 'ग', 'ा', 'र', 'ि', 'क']","['न', 'ा', 'ग', 'र', 'ि', 'क']"
"['m', 'a', 'c', 'h', 'i', 'l', 'i', 'p', 'a', 't', 'n', 'a', 'm']","['म', 'छ', 'ल', 'ी', 'प', 'ट', '्', 'ट', 'न', 'म']","['म', 'छ', 'ी', 'ल', 'ि', 'प', 'ट', '्', 'न', 'म']"
"['b', 'a', 'r', 'h', 'a', 'd']","['ब', 'र', 'ह', 'द']","['ब', 'र', 'ह', 'द']"
"['y', 'o', 'o', 'n', 'i', 'y', 'a', 'n', 'w', 'a', 'a', 'd', 'i']","['य', 'ू', 'न', 'ि', 'य', 'न', 'व', 'ा', 'द', 'ी']","['य', 'ू', 'न', 'ि', 'य', 'न', 'व', 'ा', 'द', 'ी']"
"['a', 't', 'h', 'a', 'k']","['अ', 'थ', 'क']","['अ', 'ट', 'क']"
"['p', 'r', 'a', 't', 'i', 'b', 'a', 'd', 'd', 'h', 't', 'a', 'a', 'e', 'n']","['प', '्', 'र', 'त', 'ि', 'ब', 'द', '्', 'ध', 'त', 'ा', 'ए', 'ं']","['प', '्', 'र', 'त', 'ि', 'ब', 'द', '्', 'ध', 'ा', 'ा', 'ए', 'ं']"
"['t', 'r', 'a', 't', 'i', 'o', 'n']","['स', '्', 'ट', '्', 'र', 'े', 'न']","['स', '्', 'ट', '्', 'र', 'े', 'न']"
"['k', 'a', 'n', 'i', 'n', 'd', 'h', 'a', 'm']","['क', 'न', 'ि', 'ं', 'घ', 'म']","['क', 'न', 'ी', 'ं', 'ध', 'म']"
"['l', 'a', 't', 'a', 'k', 'k', 'a', 'r']","['ल', 'ट', 'क', 'क', 'र']","['ल', 'ट', 'क', 'क', 'र']"
"['b', 'a', 'l', 'l', 'a', 'b', 'h']","['ब', 'ल', '्', 'ल', 'भ']","['ब', 'ल', '्', 'ल', 'भ']"
"['e', 'x', 't', 'a', 'c', 't', 'o', 'r']","['ए', 'क', '्', 'स', 'ट', 'े', 'क', '्', 'ट', 'र']","['ए', 'क', '्', 'स', 'ट', 'ै', 'क', '्', 'ट', 'र']"
"['v', 'i', 'd', 'e', 'o', 'h']","['व', 'ी', 'ड', 'ि', 'य', 'ो', 'ः']","['व', 'ी', 'द', 'ि', 'य', 'ो', 'ह']"
"['p', 'e', 'e', 'd', 'a', 'b', 'l', 'y', 'o', 'o', 't', 'e', 'e']","['प', 'ी', 'ड', 'ब', '्', 'ल', '्', 'य', 'ू', 'ट', 'ी']","['प', 'ी', 'ड', 'ब', '्', 'ल', 'ू', 'इ', 'त', 'ि']"
"['e', 'l']","['ऐ', 'ल']","['ई', 'ए', 'ल', 'ए', 'ल']"
"['h', 'a', 'a', 'k']","['ा', 'स', 'क']","['क', 'क']"
"['e', 'h', 'a', 'a']","['ए', 'ह', 'स', 'ा', 'स']","['ए', 'ह', 'स', 'ा', 'स']"
"['p', 'o', 'o', 'r', 'w', 'a', 'j', 'a', 'n', 'm', 'o', 'n']","['प', 'ू', 'र', '्', 'व', 'ज', 'न', '्', 'म', 'ो', 'ं']","['प', 'ू', 'र', '्', 'व', 'ज', 'न', 'म', 'ो', 'ं']"
"['c', 'h', 'a', 'y', 'a', 'n', 'i', 't', 'o', 'n']","['च', 'य', 'न', 'ि', 'त', 'ो', 'ं']","['छ', 'य', 'ा', 'न', 'ि', 'त', 'ो', 'ं']"
"['t', 'o', 'r', 'r', 'e', 'n', 't']","['ट', 'ो', 'र', 'े', 'ं', 'ट']","['ट', 'ॉ', 'र', 'े', 'ं', 'ट']"
"['p', 'e', 'n', 'h', 'a', 'n', 'd', 'h', 'a', 'a', 'r', 'i', 'y', 'o', 'n']","['प', 'े', 'ं', 'न', 'ध', 'ा', 'र', 'ि', 'य', 'ो', 'ं']","['प', 'े', 'न', 'ा', 'न', 'ध', 'ा', 'र', 'ि', 'य', 'ो', 'ं']"
"['u', 'p', 'l', 'a', 'k', 'h', 'y', 'a']","['उ', 'प', 'ल', 'क', '्', 'ष', '्', 'य']","['उ', 'प', '्', 'ल', 'क', '्', 'ष', '्', 'य']"
"['p', 'u', 'r', 'v', 'a', 'p', 'e', 'k', 'h', 'a', 'a', 'o', 'n']","['प', 'ू', 'र', '्', 'व', 'ा', 'प', 'े', 'क', '्', 'ष', 'ा', 'ओ', 'ं']","['प', 'ु', 'र', '्', 'व', 'ा', 'े', 'े', 'क', '्', 'ष', 'ा', 'ओ', 'ं']"
"['u', 't', 'h', 'n', 'i']","['उ', 'ठ', 'न', 'ी']","['उ', 'ठ', 'न', 'ी']"
"['c', 'h', 'i', 'n', 'k', 'e']","['छ', 'ी', 'ं', 'क', 'े']","['च', 'ि', 'ं', 'क', 'े']"
"['k', 'a', 'e', 'r', 'a']","['क', 'स', 'े', 'र', 'ा']","['क', 'ा', 'स', 'र', 'ा']"
"['c', 'h', 'h', 'a', 'l', 'l', 'a', 'a']","['छ', 'ल', '्', 'ल', 'ा']","['छ', 'ल', '्', 'ल', 'ा']"
"['b', 'r', 'a', 'a', 't']","['ब', 'र', 'ा', 'त']","['ब', '्', 'र', 'ा', 'ट']"
"['f', 'r', 'a', 'n', 'c', 'i', 'c', 'o']","['फ', '्', 'र', 'ा', 'ं', 'स', 'ि', 'स', '्', 'क', 'ो']","['फ', '्', 'र', 'ै', 'ं', 'स', 'ि', 'क', '्', 'स', 'ो']"
